ticker,company,date,quarter,n_pairs,EEI_raw,EEI_weighted,evasion_concentration,fully_evasive_pct,red_flag_count,EEI_topic_margins,EEI_topic_guidance,EEI_topic_competition,EEI_topic_debt,EEI_topic_hiring,EEI_topic_product,tactic_topic_pivot,tactic_false_precision,tactic_time_deflection,tactic_legal_shield,tactic_verbosity_shield,tactic_question_reframing,tactic_competitive_shield,tactic_macro_deflection,EEI_topic_capex,EEI_topic_litigation,EEI_topic_buybacks,EEI_delta,EEI_trend,EEI_topic_margins_delta,EEI_topic_guidance_delta,EEI_topic_competition_delta,EEI_topic_debt_delta,EEI_topic_hiring_delta,EEI_topic_product_delta,EEI_topic_capex_delta,EEI_topic_litigation_delta,EEI_topic_buybacks_delta,confidence_score,analyst_skepticism,evasion_under_pressure,ceo_cfo_evasion_gap,evasion_momentum_8q,composite_signal
AMZN,"Amazon.com, Inc.",2021-01-25,Q4 2020,8,0.3276312777979721,0.3203481728574567,0.1205473638939596,0.0,0,0.3433333333333333,0.4244142512077294,,0.3725423728813559,,0.3715131578947368,0.75,0.25,0.0,0.0,0.0,0.125,0.25,0.0,0.0570852713178294,0.3715131578947368,0.1866666666666666,,,,,,,,,,,,0.7220352000634542,0.4609375,0.24808612440191388,-0.06426486091963349,,0.19871302196868718
AMZN,"Amazon.com, Inc.",2021-04-25,Q1 2021,13,0.3259173252415712,0.3258082923344493,0.1588718605641442,0.0,0,0.4616104781833681,0.3302393693982334,0.3751116427432217,0.2776923076923077,0.4906521739130435,0.2775558213716108,0.7692307692307693,0.2307692307692307,0.1538461538461538,0.0,0.0,0.2307692307692307,0.0,0.0,0.2555473801560758,,0.1858333333333333,-0.0017139525564008,-0.0017139525564009,0.1182771448500348,-0.094174881809496,,-0.0948500651890482,,-0.0939573365231259,0.1984621088382463,,-0.0008333333333333,0.6965577749093634,0.34596153846153843,0.25493768601293854,0.0864068188752602,,0.01675959919711223
AMZN,"Amazon.com, Inc.",2021-07-25,Q2 2021,13,0.3578486998286989,0.3608046344146761,0.1176222232833782,0.0,0,0.3002702435387858,0.2760935465765324,0.3775727264307425,0.4685146724068255,0.2250724637681159,0.3790360385326378,0.8461538461538461,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.2307692307692307,0.0,0.0,,,0.4749858757062146,0.0319313745871276,0.0151087110153634,-0.1613402346445823,-0.0541458228217009,0.0024610836875208,0.1908223647145178,-0.2655797101449275,0.101480217161027,,,0.2891525423728813,0.7190842151039034,0.2811538461538461,0.36550163175071065,-0.0544828118288842,0.01510871101536338,0.002483181240175908
AMZN,"Amazon.com, Inc.",2021-10-25,Q3 2021,13,0.3100884267231105,0.3049266868634686,0.0725327286916303,0.0,0,0.3578260869565217,0.3311626513992026,0.2268181818181818,0.22,0.3578260869565217,0.3772527484285959,0.6923076923076923,0.1538461538461538,0.0,0.1538461538461538,0.0,0.1538461538461538,0.0769230769230769,0.0,0.2165491990846682,,0.3503252032520325,-0.0477602731055884,-0.0020697178637457,0.0575558434177359,0.0550691048226701,-0.1507545446125607,-0.2485146724068255,0.1327536231884058,-0.0017832901040419,,,-0.1246606724541821,0.7448590548316305,0.28,0.28254553110853775,0.06283247002827391,-0.0020697178637457676,-0.1737027134237466
AMZN,"Amazon.com, Inc.",2022-01-25,Q4 2021,9,0.3972095870679997,0.4026045639204793,0.2135248994811611,0.0,0,0.2498088867654085,0.274052100215783,0.3839060092449922,,0.3647826086956521,0.3839060092449922,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.587521002210759,,,0.0871211603448892,0.0166116512373696,-0.1080172001911132,-0.0571105511834195,0.1570878274268104,,0.0069565217391304,0.0066532608163963,0.3709718031260908,,,0.7540408491887288,0.16138888888888892,0.2699855132080196,-0.00677120356777039,0.01233277200215943,-0.5177030645387516
AMZN,"Amazon.com, Inc.",2022-04-25,Q1 2022,10,0.3509376258848363,0.3482565816456438,0.1994469710453085,0.0,0,,0.592409420289855,,0.3647826086956521,,,0.6,0.0,0.1,0.0,0.0,0.2,0.2,0.1,0.2508289391638497,,0.3638288288288288,-0.0462719611831634,0.00663879385133,,0.3183573200740719,,,,,-0.3366920630469092,,,0.7521152928986358,0.24375,0.18695652173913044,0.17672833800847287,0.008075664365943364,-0.7394850467371269
AMZN,"Amazon.com, Inc.",2022-07-25,Q2 2022,10,0.3523785363322048,0.3405392690466494,0.1335089376803855,0.0,0,,0.3672944297082228,0.3662977602108037,0.3725423728813559,,0.5085653850645709,0.6,0.1,0.1,0.1,0.1,0.2,0.0,0.1,0.2605822890559732,,,0.0014409104473685,0.0080598367644118,,-0.2251149905816322,,0.0077597641857037,,,0.0097533498921235,,,0.7075962933903811,0.30275,0.466803039158387,-0.23577718808069742,0.005844402290304616,0.4525128678665809
AMZN,"Amazon.com, Inc.",2022-10-25,Q3 2022,10,0.36633108150761,0.3607616560019567,0.237295088197641,0.0,0,,0.214433800049128,,0.4025307022726377,,,0.7,0.3,0.2,0.0,0.2,0.2,0.0,0.2,0.0967368421052631,,0.554293899072531,0.0139525451754051,-0.0091194606233801,,-0.1528606296590947,,0.0299883293912818,,,-0.16384544695071,,,0.7384402606672255,0.41275000000000006,0.45976407773017947,-0.1292390186604096,0.0055903883325468685,0.21680141973174596
AMZN,"Amazon.com, Inc.",2023-01-25,Q4 2022,13,0.2664734490396758,0.2645479318298224,0.1265259778629025,0.0,0,0.2272531202590335,0.220556853535423,,0.2962711864406779,0.2587292229591418,,0.6153846153846154,0.2307692307692307,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.1799122807017543,,0.3883757062146892,-0.0998576324679341,-0.0239439985360076,,0.0061230534862949,,-0.1062595158319598,,,0.0831754385964912,,-0.1659181928578418,0.701157136251427,0.1655769230769231,0.2807884825056993,-0.030336080313778768,-0.0034892483020784685,-0.050545696825683335
AMZN,"Amazon.com, Inc.",2023-04-25,Q1 2023,11,0.2743764080536899,0.2695132863061424,0.0785118189775739,0.0,0,0.3031184515967124,0.3067455777116794,,0.317391304347826,0.1807246376811594,0.3683683964469378,0.5454545454545454,0.1818181818181818,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.3785423728813559,0.3683683964469378,0.176985294117647,0.007902959014014,-0.0333864017303479,0.0758653313376789,0.0861887241762564,,0.021120117907148,-0.0780045852779824,,0.1986300921796015,,-0.2113904120970421,0.6952806758810787,0.3031818181818182,0.3764089108040423,-0.08445176458868897,-0.010637804012809924,0.5288129163276933
AMZN,"Amazon.com, Inc.",2023-07-25,Q2 2023,13,0.2619365051541434,0.2555702860427356,0.101088135475046,0.0,0,0.3647826086956521,0.2281623931623931,0.153083538083538,0.22,0.3647826086956521,0.2666323999268914,0.6153846153846154,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.1710579839429081,0.3801812617702448,0.3631553423795086,-0.0124399028995464,-0.0305280770046386,0.0616641570989396,-0.0785831845492862,,-0.097391304347826,0.1840579710144927,-0.1017359965200463,-0.2074843889384477,0.0118128653233069,0.1861700482618615,0.7068528609277007,0.2782692307692308,0.27561929595827905,0.05883058867108126,-0.014174634897790386,0.23378473772441785
AMZN,"Amazon.com, Inc.",2023-10-25,Q3 2023,12,0.3779351228065346,0.3794160288938354,0.0755735824347426,0.0,0,0.4869220151828847,0.3539929900164068,0.3886543528685779,0.3725423728813559,0.4869220151828847,0.39156470339474,0.9166666666666666,0.0833333333333333,0.3333333333333333,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,,0.3988405797101449,,0.1159986176523911,0.0321945118401029,0.1221394064872326,0.1258305968540136,0.2355708147850398,0.1525423728813559,0.1221394064872326,0.1249323034678485,,0.0186593179399001,,0.7263027695439522,0.27604166666666674,0.35636419235745487,-0.0009402985399848962,-0.01087846274746663,0.3025462952053592
BAC,Bank of America Corporation,2021-01-25,Q4 2020,9,0.345559980469768,0.3437999475249139,0.057669313096358,0.0,0,0.3733726357160403,0.3186470513165428,0.4512462960768045,,0.3733726357160403,0.4512462960768045,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,,,,,,,,,,,,,,,0.7163011256807621,0.25055555555555553,0.4121959938755928,-0.10459105774464061,,0.16813192276301475
BAC,Bank of America Corporation,2021-04-25,Q1 2021,8,0.2961130824694079,0.2931889399866752,0.1541682221046376,0.0,0,0.174115179252479,0.1992462659255701,,,0.2250724637681159,0.4132941724043847,0.625,0.0,0.25,0.0,0.0,0.125,0.0,0.125,0.3757236988793052,,0.1673039215686274,-0.04944689800036,-0.0494468980003601,-0.1992574564635612,-0.1194007853909727,,,-0.1483001719479243,-0.0379521236724198,,,,0.7424235921468492,0.33718750000000003,0.26368389655051405,-0.013980418991472843,,-0.2498192935450506
BAC,Bank of America Corporation,2021-07-25,Q2 2021,9,0.3224819712578389,0.3158827196832652,0.0330446738276672,0.0,0,0.3360900270203881,0.3674158750853665,,,0.3239392450667321,0.3237016392578536,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.320709219858156,,,0.026368888788431,-0.0115390046059645,0.161974847767909,0.1681696091597964,,,0.0988667812986162,-0.089592533146531,-0.0550144790211492,,,0.6901880406087046,0.3175,0.38589763734908944,-0.07565135736468265,-0.011539004605964581,0.5081230638939979
BAC,Bank of America Corporation,2021-10-25,Q3 2021,12,0.3256402797917168,0.3398998451806115,0.1534448471076009,0.0,0,0.3955797101449275,0.319781679672984,0.2672820089515004,0.18,0.3955797101449275,0.2672820089515004,0.5833333333333334,0.0,0.0833333333333333,0.0833333333333333,0.0,0.25,0.0,0.0833333333333333,0.4832698412698412,,,0.0031583085338778,-0.0033390213245723,0.0594896831245394,-0.0476341954123825,,,0.0716404650781953,-0.0564196303063532,0.1625606214116852,,,0.7009613369357138,0.30208333333333337,0.27824548333022914,0.2881200720183772,-0.0033390213245723453,-0.1976994591333855
BAC,Bank of America Corporation,2022-01-25,Q4 2021,8,0.3499624277241184,0.3387370143011772,0.0539490304813004,0.0,0,0.2354515143095304,0.3278549169198625,,0.3860245654894729,,,0.875,0.25,0.25,0.0,0.0,0.25,0.0,0.0,,,0.3883757062146892,0.0243221479324016,0.0164706344298008,-0.1601281958353971,0.0080732372468784,,0.2060245654894729,,,,,,0.6854232679343383,0.37937499999999996,0.40886555789306556,-0.31722528953945894,0.0038332091831009855,0.7307038147461679
BAC,Bank of America Corporation,2022-04-25,Q1 2022,10,0.3355744446086799,0.3336148133893876,0.1038578979744597,0.0,0,0.2371186440677966,0.2371186440677966,0.3839060092449922,,,0.4086310023761181,0.8,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0967368421052631,0.3801812617702448,0.3897193271793972,-0.0143879831154384,0.0063599567984924,0.0016671297582661,-0.0907362728520659,,,,,,,0.001343620964708,0.6872015484094445,0.3,0.4228410008071026,-0.020892075371494345,0.003279390428359115,0.30541410208516084
BAC,Bank of America Corporation,2022-07-25,Q2 2022,9,0.4463790986435422,0.4429114432392746,0.1783861582159081,0.0,0,0.611159420289855,0.2206410256410256,0.3340162844798936,,0.611159420289855,0.3845599020743153,1.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.4444444444444444,0.0,0.0,,0.435103519668737,,0.1108046540348622,0.0347828473440037,0.3740407762220584,-0.0164776184267709,-0.0498897247650986,,,-0.0240711003018028,,0.0549222578984922,,0.7598278126476368,0.3127777777777778,0.23997214705091074,0.14606751175046295,0.01460216197379094,-0.639758743447129
BAC,Bank of America Corporation,2022-10-25,Q3 2022,12,0.367573275342367,0.3779083196808222,0.0969560220795097,0.0,0,0.3671948482615395,0.3226143689766387,0.4519084691698429,,0.4626639646278555,0.4519084691698429,0.8333333333333334,0.3333333333333333,0.0833333333333333,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0833333333333333,0.3363615560640732,,0.1673039215686274,-0.0788058233011751,0.0163637196889607,-0.2439645720283155,0.101973343335613,0.1178921846899493,,-0.1484954556619995,0.0673485670955276,,,,0.7444710907262069,0.301875,0.35826402779239924,0.15296493154140228,0.01153598467814037,-0.5046285257522578
BAC,Bank of America Corporation,2023-01-25,Q4 2022,8,0.3551966761178584,0.3518230017964989,0.1625639014855559,0.0,0,0.2824467178175618,0.2257692307692307,0.5287052955964642,0.3251114765198046,0.2824467178175618,0.4553339791664462,0.875,0.0,0.125,0.125,0.0,0.375,0.0,0.0,,0.3819626627364283,0.4473550724637681,-0.0123765992245086,-0.001993912877364,-0.0847481304439776,-0.0968451382074079,0.0767968264266212,,-0.1802172468102937,0.0034255099966032,,,0.2800511508951406,0.7295388328298706,0.2521875,0.25254237288135595,0.16568266215845215,0.011748454159545634,-0.5581758298408119
BAC,Bank of America Corporation,2023-04-25,Q1 2023,11,0.3667414982487669,0.3701481790330671,0.142526500348698,0.0,0,0.4606648653074592,0.3239550566976261,,,0.4181159420289855,0.4398550724637681,0.7272727272727273,0.0,0.0909090909090909,0.1818181818181818,0.0,0.4545454545454545,0.0,0.0,0.587521002210759,0.4398550724637681,,0.0115448221309085,-0.0251289400408835,0.1782181474898974,0.0981858259283953,,,0.1356692242114237,-0.0154789067026781,,0.0578924097273397,,0.7836615243846342,0.6065909090909091,0.378992330576708,0.17524495755888536,0.007395665088771592,-0.2601062971297557
BAC,Bank of America Corporation,2023-07-25,Q2 2023,10,0.3951589078853532,0.3900549475128476,0.0030376474366998,0.0,0,0.3677791118624138,0.3714792880648624,,0.3641154422788605,,0.3703927203065134,0.7,0.2,0.0,0.0,0.1,0.2,0.1,0.0,,,,0.0284174096365862,0.0094301719759866,-0.0928857534450454,0.0475242313672363,,,,-0.0694623521572547,,,,0.7267309070790255,0.24025000000000007,0.35117573040221894,-0.06228113472796215,0.006554602625060202,-0.1943517066030686
BAC,Bank of America Corporation,2023-10-25,Q3 2023,14,0.3310192869726918,0.326724882996744,0.0778178211864006,0.0714285714285714,0,0.2902608857767453,0.2422136914252032,0.421056065444422,0.3361274775150288,0.3647826086956521,0.4069877012572296,0.7857142857142857,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.3196949152542373,0.3647826086956521,,-0.0641396209126613,-0.0044114757798914,-0.0775182260856684,-0.1292655966396592,,-0.0279879647638316,,0.0365949809507162,,,,0.7175631519157045,0.21553571428571436,0.45558717377116825,-0.2505168792810734,-0.0010234413010172896,0.2672264165190713
C,Citigroup Inc.,2021-01-25,Q4 2020,8,0.3845298328970127,0.3942978753824844,0.2420653606809897,0.0,0,0.1334576757532281,0.1716629319155674,0.2268181818181818,,,0.4081262279546032,0.75,0.0,0.125,0.0,0.25,0.375,0.0,0.125,,0.5894342740910246,0.5547141889276035,,,,,,,,,,,,0.7399648908086933,0.45656250000000004,0.2165158371040724,0.131307907778496,,-0.4017562647502081
C,Citigroup Inc.,2021-04-25,Q1 2021,10,0.3647559957040436,0.3703796620195668,0.1348799330803052,0.0,0,0.3472759094258725,0.1709090909090909,0.1515151515151515,,0.4060648489314664,0.3237498511273382,0.9,0.2,0.1,0.0,0.0,0.3,0.0,0.0,0.4670592024040808,0.4377717391304347,0.3530883611467694,-0.0197738371929691,-0.019773837192969,0.2138182336726444,-0.0007538410064765,-0.0753030303030302,,,-0.0843763768272649,,-0.1516625349605898,-0.2016258277808341,0.7357199531555146,0.30025,0.2996736498578798,-0.04894005463178952,,-0.3091863023704445
C,Citigroup Inc.,2021-07-25,Q2 2021,14,0.3602998137407842,0.3667669982310111,0.0891364964697845,0.0,0,0.3399851090564511,0.3534850015477859,,0.22,0.4003381642512076,0.4604743867243867,0.7857142857142857,0.0714285714285714,0.2142857142857142,0.0,0.0,0.2857142857142857,0.0714285714285714,0.0714285714285714,0.3363615560640732,0.4604743867243867,0.3995845176685265,-0.0044561819632594,-0.0121150095781142,-0.0072908003694214,0.182575910638695,,,-0.0057266846802587,0.1367245355970485,-0.1306976463400076,0.0227026475939519,0.0464961565217571,0.7712534894621942,0.27428571428571435,0.21529671157000355,-0.04568607516286216,-0.012115009578114276,-0.41362407780392396
C,Citigroup Inc.,2021-10-25,Q3 2021,8,0.3117138604309404,0.3275743862047489,0.0924869336227967,0.0,0,0.1145059942124845,0.1976519104164362,0.3730585516178736,0.362391304347826,,0.377510607177151,0.625,0.25,0.125,0.0,0.0,0.125,0.0,0.0,,,,-0.0485859533098437,-0.0222904099361477,-0.2254791148439666,-0.1558330911313497,,0.142391304347826,,-0.0829637795472357,,,,0.6967471122210331,0.2565625,0.354885777450258,-0.1289613098838892,-0.0222904099361477,0.31985180279462705
C,Citigroup Inc.,2022-01-25,Q4 2021,8,0.357547280635533,0.3525281889748778,0.0755292508264626,0.0,0,0.3184968944099379,0.3529328183893401,0.3662977602108037,,0.3647826086956521,0.3274583090487211,0.625,0.0,0.375,0.0,0.0,0.125,0.125,0.25,,0.4510047031672436,0.4473550724637681,0.0458334202045925,-0.0070212098515376,0.2039909001974534,0.1552809079729038,-0.0067607914070699,,,-0.0500522981284299,,,,0.7630060642679471,0.3350000000000001,0.255089960050156,0.0381213941532374,-0.010700723979606277,-0.18153575192538912
C,Citigroup Inc.,2022-04-25,Q1 2022,13,0.2930302189963966,0.295947792357791,0.085622747465084,0.0,0,0.1254461912356649,0.1923379723656262,0.3806651258346173,,,0.3752797503405461,0.6923076923076923,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,,0.369894374846475,0.3266308555942702,-0.0645170616391364,-0.015597536402857,-0.1930507031742729,-0.1605948460237138,0.0143673656238136,,,0.047821441291825,,-0.0811103283207686,-0.1207242168694979,0.7154749383308161,0.3330769230769231,0.26668658218295027,-0.1667042392908275,-0.015077433371955913,0.28146291818285163
C,Citigroup Inc.,2022-07-25,Q2 2022,10,0.3054180659138087,0.3117043448517224,0.0902523254945266,0.0,0,0.3178257157973443,0.3099454221868982,,0.22,0.3819626627364283,,0.5,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.3363615560640732,,0.1841666666666666,0.0123878469174121,-0.0083404445190531,0.1923795245616794,0.1176074498212719,,,,,,,-0.1424641889276035,0.6821691628846173,0.25000000000000006,0.3514313247548326,-0.09755682784422653,-0.013697835266791324,0.4851001112386762
C,Citigroup Inc.,2022-10-25,Q3 2022,11,0.3764226972777408,0.3794708908433776,0.0477536856077039,0.0,0,0.4255122655122655,0.377385171189519,0.4086148422321967,0.2788235294117647,,0.3984570911770617,0.9090909090909092,0.0,0.3636363636363636,0.0,0.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,,,,0.071004631363932,0.0069014096844035,0.1076865497149211,0.0674397490026208,,0.0588235294117646,,,,,,0.7181272163793373,0.3779545454545455,0.3085093555681791,-0.04074556252494488,-0.006064463837079127,0.17209663774060388
C,Citigroup Inc.,2023-01-25,Q4 2022,14,0.3518457377737689,0.3488697547559893,0.1095440930626501,0.0,0,0.3052044356609574,0.4155921864970778,0.4256249989263991,,0.2025362318840579,0.3894454648810738,0.6428571428571429,0.0,0.0714285714285714,0.0,0.0,0.2857142857142857,0.0714285714285714,0.0,0.1136969696969697,0.280906862745098,0.3956400966183575,-0.0245769595039719,0.0247451187696048,-0.1203078298513081,0.0382070153075587,0.0170101566942024,,,-0.0090116262959878,,,,0.7401571599386926,0.3301785714285715,0.22580510217598956,0.11681800650546592,-0.0011090694406865223,-0.2621150566706257
